#{"t_start": 1774499007.4843695, "env_id": "None"}
r,l,t
-90.630103,93,52945.468353
143.638758,80,52955.357659
-93.093634,63,52963.317242
108.187332,211,52988.403968
124.440862,60,52996.025213
108.681419,286,53031.589456
162.818781,144,53050.502728
112.626504,75,53061.594016
139.848091,201,53085.43962
128.558163,113,53099.136882
120.601118,62,53107.029492
121.756579,177,53128.006587
161.753565,119,53142.374095
137.026214,147,53159.995368
-95.735097,102,53172.461782
126.661126,82,53182.667171
115.483814,67,53191.04853
167.539656,272,53222.918875
123.963519,88,53233.712604
134.37236,141,53250.558698
-588.946296,118,53512.408575
128.40754,151,53530.478662
122.058255,130,53547.853184
-79.827858,104,53560.506806
-114.558913,150,53578.533369
157.559172,171,53600.639774
112.227338,32,53605.047457
134.660116,93,53618.151186
113.499702,121,53632.872429
-75.126348,123,53647.704611
128.089436,127,53663.020089
-63.185931,199,53686.525937
135.357945,95,53698.111281
-83.545868,62,53705.914388
-79.696349,110,53719.314738
120.319423,162,53738.576251
-102.164942,116,53752.622589
-86.649282,163,53774.070065
-95.979722,98,53786.022559
158.275192,188,53808.251962
-94.774189,76,53817.715004
111.167937,159,53836.806024
108.531074,123,53851.711181
140.218628,136,53869.883626
127.641258,80,53881.534144
160.324357,148,53899.278381
-79.357428,116,53913.333626
123.105537,116,53927.388911
-47.554239,166,53947.244835
135.473356,124,53963.959028
139.514222,129,53981.295735
-91.162072,101,53993.552548
129.408341,75,54002.890456
-93.48566,113,54018.446342
160.14081,173,54039.008326
122.370171,90,54050.046242
122.195996,43,54055.749369
133.626843,111,54069.251863
-94.324228,102,54081.688937
128.942649,102,54094.230115
105.543622,141,54111.161535
-60.434705,222,54137.26889
139.997489,190,54159.791639
-87.203967,120,54174.324947
157.365361,141,54191.198743
113.031954,131,54206.912847
-82.188122,82,54217.041997
-79.535154,138,54233.558904
-100.568856,168,54253.542767
114.443585,77,54263.112669
-146.834339,164,54284.535411
154.108567,123,54301.210287
-95.773939,138,54317.876418
134.735615,93,54331.036542
126.170659,56,54339.96624
-111.320995,120,54354.48136
127.349443,81,54364.546859
116.241854,29,54368.611032
-116.289022,123,54383.430541
153.90535,147,54401.051409
108.344191,93,54412.49855
-81.992918,70,54421.194092
-90.904973,144,54438.385462
142.539323,123,54454.985934
129.013431,77,54464.578331
126.192989,117,54478.749995
123.056462,74,54487.949191
-96.848102,103,54502.311705
-72.538226,129,54519.706419
156.118324,145,54537.095498
125.074798,64,54545.156042
124.768435,93,54556.592833
-104.364665,104,54569.224661
154.683859,105,54581.959028
-100.659995,103,54594.64253
142.07081,146,54612.008809
-71.948102,199,54635.525633
-79.11024,94,54646.989458
139.27905,72,54656.031181
-101.111688,90,54667.112908
162.087017,153,54685.443439
163.647105,160,54704.523223
125.368916,54,54711.451467
133.035413,163,54730.848052
124.058344,73,54739.907415
-405.190631,90,55016.83483
-97.298314,108,55031.749168
117.079759,33,55036.220015
-52.969298,83,55050.524548
-83.109758,115,55064.553403
116.445382,52,55073.002168
120.902513,96,55084.768817
133.868092,107,55097.688664
125.444518,84,55108.076643
154.484123,202,55133.763031
145.636896,107,55146.76901
-61.995066,265,55177.949522
140.087239,112,55193.287461
127.010827,57,55200.646311
-100.025304,85,55211.071839
124.175501,85,55221.543248
-84.501611,131,55237.393905
120.048531,48,55243.63027
-107.412997,251,55273.148397
120.742308,96,55286.694297
116.580154,59,55294.14862
115.91781,132,55310.032253
175.954672,257,55340.196209
135.344799,111,55353.679868
93.318425,227,55380.585958
120.450252,42,55386.12123
117.646329,56,55393.294124
141.057343,122,55407.933173
141.61071,102,55420.329095
166.471755,135,55438.3363
144.815668,99,55450.376771
110.00532,80,55460.240568
-95.852125,56,55467.386194
120.010925,117,55481.538113
138.396809,139,55498.15173
115.738829,106,55512.765021
133.438719,111,55526.240534
-112.965933,114,55541.793842
-87.507633,138,55560.261671
127.13131,61,55569.84457
-103.776187,72,55580.603887
136.745912,84,55592.725835
172.1667,200,55618.134363
-108.673524,108,55633.074498
-119.611718,77,55642.629082
129.293122,126,55657.759901
124.031584,135,55674.106203
129.606507,97,55686.063608
104.9836,114,55699.967017
91.443396,191,55722.651226
122.413555,62,55730.483808
123.895389,164,55750.025358
142.09744,111,55763.451238
128.559507,95,55776.876865
132.97371,98,55788.861521
128.291679,116,55802.842421
112.807242,88,55813.697305
164.505306,224,55842.00062
-87.915153,87,55852.679896
-79.175296,66,55860.95399
127.920799,161,55880.164332
122.542268,62,55888.060095
-67.577831,122,55904.572083
113.783391,42,55911.925339
120.105437,97,55925.576669
-97.158024,71,55934.488671
129.03653,111,55948.008195
-82.141119,121,55962.638557
-51.256549,192,55985.487028
135.183822,109,56000.562076
130.269245,130,56016.22888
143.448798,200,56039.977016
-79.294678,118,56056.006636
138.133491,129,56073.286427
126.479248,90,56086.322138
-83.645686,86,56096.875551
-82.592893,160,56115.823638
127.725331,58,56123.208852
139.594401,143,56140.432852
-79.505502,108,56153.491515
150.517894,153,56171.760368
93.964608,239,56199.866491
135.388313,92,56211.188423
112.369654,33,56215.732093
-85.225999,57,56222.996688
124.088298,59,56230.45873
121.086672,40,56235.806474
176.088072,145,56253.156539
-138.997331,259,56580.123401
108.450102,197,56603.611958
116.485223,96,56617.094794
143.481822,87,56627.857192
178.186927,147,56645.513071
113.961976,41,56650.907989
125.536952,57,56659.959306
104.691087,75,56669.29725
126.17263,50,56675.699801
149.34493,123,56692.330533
95.396595,125,56707.389551
151.849303,170,56727.658101
153.39223,85,56738.085314
-77.312044,112,56751.611853
-94.996935,80,56761.502834
-92.622727,133,56777.36272
-82.280991,183,56799.155981
-188.652242,446,56851.237301
-75.4106,75,56862.395561
114.649039,92,56873.724194
162.632816,157,56894.497081
122.327261,60,56902.057286
105.469437,134,56919.95358
167.567738,174,56940.623372
-97.121051,80,56952.310953
-97.304526,69,56960.961896
157.283099,107,56973.983401
149.018174,143,56992.961429
105.487878,110,57006.318452
-90.413927,101,57018.640383
-93.686023,82,57030.519578
129.394291,82,57040.64035
138.782803,80,57050.579418
157.951502,142,57067.664815
-95.725081,57,57074.883583
113.474106,41,57080.290476
104.869866,103,57092.859915
116.262586,33,57097.351964
130.446275,162,57116.844161
-80.562411,49,57123.180382
146.043989,136,57139.619468
157.635906,174,57160.394966
-93.274364,129,57177.855184
-91.751211,109,57192.990508
-101.579699,125,57209.946445
-72.566898,96,57221.684602
115.509855,167,57241.574436
118.840388,75,57250.991911
121.359621,42,57256.554322
175.254342,185,57278.6538
107.439668,210,57305.358253
-91.634449,90,57316.457716
-88.224928,50,57323.002324
-110.702981,74,57334.015763
130.05457,72,57342.992545
117.294693,50,57349.427664
130.551207,193,57372.377981
128.448095,130,57389.810144
127.782224,182,57415.175097
123.882075,75,57426.212284
116.035288,120,57440.678889
151.729775,105,57453.446602
-86.085186,112,57467.14245
114.755904,162,57486.434038
-109.244177,77,57495.975879
138.504933,101,57508.247319
154.178397,134,57526.218208
120.232177,139,57544.754813
162.223416,164,57564.436143
114.830133,41,57571.641798
-77.723248,188,57595.709115
121.753431,64,57605.562187
117.433369,71,57614.363026
157.313631,127,57629.606402
103.08118,226,57656.426345
134.242024,95,57669.871418
-78.607616,75,57679.193061
136.059324,122,57693.91331
145.958409,146,57711.41262
138.786067,106,57724.315821
158.527773,159,57743.279863
-91.709521,72,57754.08877
-95.768612,125,57770.967396
129.495157,82,57781.11085
132.069704,122,57795.776851
121.958932,128,57812.930708
110.090196,101,57825.219692
-322.843501,49,58005.857055
121.111816,84,58016.25339
-98.674428,88,58027.035764
155.34413,97,58038.962682
-71.84677,79,58048.960712
139.740006,115,58063.602745
-80.765959,85,58074.45318
179.743511,232,58107.543145
159.910152,159,58127.285551
114.567811,79,58137.480155
119.89426,86,58148.510425
-80.691621,88,58159.741584
142.776207,82,58170.218726
-86.772993,84,58181.038941
114.05199,24,58184.656812
106.790273,79,58194.82853
123.159863,50,58201.517583
-95.1987,99,58214.07854
184.531148,163,58234.419364
-104.880007,112,58248.545573
-76.996686,130,58264.916515
123.228699,57,58272.479907
-50.000071,153,58291.47968
161.380303,116,58306.163752
116.252289,62,58316.141341
124.579899,131,58332.615953
119.100088,44,58338.597531
116.026432,49,58345.231435
161.643027,109,58360.729278
-78.361708,83,58371.406642
129.496602,93,58383.276695
148.106154,77,58393.268686
116.985352,34,58398.048481
117.497927,35,58403.022605
129.711562,77,58413.067178
136.475843,83,58423.808222
126.400615,57,58431.399337
122.666489,225,58459.021474
159.053379,142,58476.846357
139.535446,78,58486.933077
-83.165184,95,58500.888249
145.400548,111,58514.890191
115.025928,49,58523.234965
146.07424,125,58539.014548
139.192926,92,58550.73483
-92.547939,105,58565.789923
141.065264,98,58578.267262
125.658796,72,58587.553845
113.646263,54,58596.546238
113.345535,144,58614.546506
151.772774,88,58625.782933
156.048173,99,58641.150546
142.371562,75,58652.681657
110.657432,60,58660.620263
142.369687,78,58670.785419
152.541866,108,58686.288952
126.771722,64,58694.680703
127.338847,123,58710.009838
103.736654,118,58724.834939
140.490651,79,58735.083881
116.120092,53,58742.147013
-92.149753,111,58757.904712
147.620335,94,58769.921934
150.554336,88,58781.262883
147.639429,88,58792.655307
118.181585,50,58799.425934
114.903942,42,58806.975561
114.857859,38,58812.239277
-84.211233,170,58833.24765
148.454961,137,58850.352832
122.421162,46,58856.632199
132.132261,85,58869.283756
-88.347106,63,58877.679682
-105.358829,124,58893.29981
-83.723686,88,58904.526822
133.512271,107,58919.807482
174.585819,203,58946.725045
-107.41216,84,58959.325387
131.708614,47,58967.537416
139.096218,103,58982.429513
125.285347,108,58996.055086
-77.82924,84,59006.862975
144.059711,87,59018.098756
-68.713987,87,59029.219143
-104.93265,141,59046.842374
-51.731552,150,59065.601972
133.48829,73,59074.993186
136.173348,264,59107.4065
98.055057,97,59119.764576
108.856166,190,59145.07814
-58.89232,99,59157.673632
-85.300261,98,59170.10306
141.21517,201,59197.670262
128.613966,70,59206.814862
-90.941522,116,59221.493148
160.141535,113,59235.790955
151.837988,142,59255.314892
160.384263,231,59283.81648
119.456117,40,59289.307318
142.592977,115,59305.679354
-530.756017,116,59567.712655
-37.954052,128,59583.804941
138.404981,88,59595.129478
121.248322,67,59603.884918
-84.321601,132,59622.257844
-85.254516,108,59635.959955
-79.118694,94,59647.933053
101.089105,131,59664.391058
162.819869,143,59684.04481
-77.372461,95,59696.226831
128.748747,101,59709.032605
-62.136401,123,59724.53546
131.547879,72,59733.83701
-90.804042,105,59747.141655
130.443161,73,59756.659677
142.930406,87,59767.88594
184.886192,205,59793.231915
120.767131,47,59799.51615
-64.30525,110,59815.180272
132.823831,58,59822.9007
112.752926,45,59829.036782
157.520524,99,59841.589599
-86.192486,38,59848.713183
127.870811,137,59865.804221
129.708881,49,59872.409843
-89.515173,92,59884.092612
-86.675569,94,59896.048806
-78.710996,86,59907.099785
-101.900713,57,59916.464665
150.068449,108,59931.880197
-83.479062,46,59938.109944
131.549912,82,59948.582148
177.825031,151,59969.993886
148.122335,77,59980.0217
-78.967275,86,59991.091825
157.628452,104,60004.287139
162.65761,132,60020.810425
145.282342,89,60034.008637
-77.20045,80,60044.299535
137.413885,124,60059.995787
132.553817,59,60067.758521
-92.241671,107,60081.315766
119.418906,40,60086.845417
145.017851,177,60108.641077
119.447667,57,60116.212776
148.726422,105,60129.47057
178.68551,182,60153.841733
108.005081,95,60166.007341
125.755958,186,60189.10308
-88.58931,63,60197.426412
115.222519,32,60203.765339
95.71754,172,60225.146058
-69.397973,111,60239.242349
139.902741,105,60252.580997
154.859855,147,60270.819576
105.245157,126,60286.769772
104.027033,100,60299.508122
144.207682,72,60308.838334
-106.706662,144,60328.633246
115.076093,32,60333.162103
162.928867,123,60350.516571
134.193054,58,60358.246099
157.01892,146,60376.456731
145.807411,102,60389.378216
-85.014147,95,60401.34633
128.812926,84,60412.198131
147.542109,173,60433.553193
143.499011,88,60444.802266
123.202103,66,60453.446861
-87.658325,105,60466.72884
160.559954,97,60479.163402
140.374966,139,60499.273023
144.925025,93,60511.123061
165.529703,155,60530.359605
117.360086,51,60537.298494
112.429787,190,60562.588218
110.256301,177,60584.494157
155.945244,131,60600.86063
116.604087,36,60605.907115
-69.191306,87,60617.099325
-86.780037,104,60632.073346
154.714325,72,60643.265481
142.765007,79,60653.461363
141.476216,66,60662.026875
-65.538269,113,60676.386933
102.170014,94,60688.392846
-84.693371,51,60695.274484
144.334354,79,60707.30099
148.797496,106,60720.685285
126.285714,43,60726.599756
120.158701,60,60734.526398
-90.24452,106,60747.949764
128.67512,105,60761.256783
150.734099,97,60773.600369
123.412173,79,60783.723366
146.733905,96,60796.041806
-53.717273,132,60814.262046
127.795596,78,60824.288362
-89.401746,105,60839.406672
126.983849,36,60844.391983
124.221972,73,60853.782976
128.416955,69,60862.805869
-464.023187,106,61081.377969
-86.323689,95,61095.256325
-86.618749,44,61101.270082
-62.340697,120,61116.306783
-84.966267,62,61124.448997
118.062594,27,61130.191614
138.325182,92,61143.684605
127.017066,92,61155.521391
143.524182,131,61173.741491
139.032475,88,61185.092237
134.206629,65,61195.367786
135.444715,92,61207.02194
126.519477,96,61219.234849
134.814154,88,61232.341381
104.641417,61,61240.370714
90.743819,235,61274.227851
129.071501,104,61287.478206
109.624801,159,61309.067837
-99.898556,98,61323.309013
139.323966,137,61340.334222
-80.213543,112,61354.518142
-69.73309,100,61367.39134
148.539492,111,61383.274331
150.830741,113,61397.522813
104.521552,138,61416.500603
132.676624,81,61426.952533
138.806846,63,61435.227422
-68.841384,116,61451.65356
121.08463,56,61460.898784
-81.205314,111,61474.906093
115.457314,141,61492.50568
111.625239,42,61498.2684
135.515215,83,61508.993112
99.063056,118,61523.821417
-88.8479,110,61537.685476
121.677519,26,61541.559098
-83.489679,76,61553.167349
112.579207,32,61557.746611
128.192471,68,61568.436745
-32.015117,186,61591.410363
128.82891,68,61600.245245
-73.039691,105,61613.50098
125.146896,62,61621.582285
131.510802,82,61632.162907
143.558266,101,61647.373221
143.514824,67,61657.927309
119.903935,55,61665.636952
-79.417362,77,61677.400085
160.11074,123,61692.888496
129.855716,62,61701.104425
149.161828,97,61715.228781
150.675414,91,61726.920901
-96.738553,108,61740.636087
144.105714,72,61751.700557
134.692475,75,61761.374025
-93.38758,42,61767.19258
166.693374,147,61785.528919
124.528375,38,61790.769826
-101.750014,73,61803.106616
122.376794,49,61811.506767
140.502025,93,61823.445889
128.840247,49,61830.074964
-90.775439,110,61844.071913
156.782516,112,61858.207296
170.608314,109,61871.960599
-81.712454,50,61878.70908
137.137549,90,61891.974119
121.424187,61,61901.80256
123.295007,199,61926.303531
121.754539,67,61935.096575
175.33148,138,61952.35368
122.233097,71,61963.716482
113.815985,61,61971.984134
146.049345,92,61983.775769
152.268529,126,61999.552905
137.196157,133,62016.275274
129.569224,79,62026.417249
-93.474694,67,62036.632147
113.637309,42,62042.039042
125.276284,75,62051.301532
137.312102,62,62060.995925
-97.570471,86,62071.540042
137.641756,87,62084.146392
175.771685,140,62100.991022
-105.659809,59,62108.448699
151.022114,145,62127.724207
114.992803,37,62132.659299
175.428334,155,62151.215906
171.531245,153,62171.272088
-102.731953,74,62180.488992
-62.231478,120,62195.029951
117.229945,45,62200.916157
-102.310214,49,62209.045748
141.941701,96,62220.791723
118.64117,45,62226.727523
171.607967,156,62245.446472
160.16798,108,62258.560805
156.457149,78,62270.070854
135.675521,85,62280.564032
136.324763,83,62290.835983
149.260659,107,62303.848307
135.034276,51,62312.191043
-70.904695,103,62324.768395
126.75215,63,62332.713715
107.047457,198,62358.127793
134.682752,66,62366.374453
-77.933331,81,62376.475582
120.121142,76,62387.771495
-87.184836,42,62393.304611
139.046407,69,62401.92494
112.542249,56,62408.996311
-684.20523,38,62648.951872
145.011427,74,62659.942874
-85.545282,98,62671.917584
189.443749,173,62692.524932
147.80985,114,62708.149016
120.816703,33,62712.656843
116.431585,343,62752.858514
-79.238392,89,62763.784712
118.922427,42,62769.286957
164.729159,115,62784.913879
150.384074,73,62793.987781
-87.444947,86,62804.618645
117.119152,65,62814.594444
121.79389,52,62821.322175
152.934176,81,62833.100856
114.372608,42,62838.615791
128.03253,63,62846.672683
119.25452,62,62854.552555
142.413519,69,62864.993952
143.606258,67,62873.425608
-89.835781,89,62884.428283
-84.372379,106,62897.364897
-72.665492,128,62912.684558
-100.517601,69,62921.393667
149.118095,75,62932.461945
-81.119834,61,62940.155575
125.809882,45,62946.038517
148.71832,82,62956.206476
126.365052,60,62963.857864
-60.282742,94,62977.22118
122.607808,54,62985.899908
146.781987,95,62997.567878
120.295345,97,63009.447486
121.811306,57,63016.747519
184.138632,163,63036.264507
-77.954261,130,63052.002984
131.361101,82,63063.967772
112.434514,35,63070.528856
-58.930999,100,63082.818503
121.536326,61,63090.598447
-68.159725,48,63101.344572
-94.361013,112,63115.060298
143.865212,85,63125.565048
173.290964,127,63140.901455
161.047072,102,63153.458781
-61.789276,116,63169.401861
139.860585,78,63179.148103
145.592148,81,63189.198751
-73.030769,155,63209.459257
117.46838,32,63215.673473
-86.85399,71,63226.328399
148.574037,119,63240.709721
163.674672,135,63257.011878
129.483057,74,63268.034621
123.817338,37,63272.976636
142.964304,111,63286.459902
127.766624,52,63294.974841
187.904103,152,63313.198051
113.327309,39,63318.420697
144.358405,89,63331.190828
115.655119,25,63334.805363
130.565037,100,63348.819085
132.776721,77,63360.166544
133.885777,115,63374.108797
122.282043,53,63380.91355
130.242232,112,63396.329059
-83.856155,59,63405.594137
148.767877,67,63414.027318
124.649002,67,63422.509753
142.406936,70,63431.265634
-88.596256,67,63439.715721
130.936056,73,63448.882207
-85.578581,69,63457.565656
119.927187,57,63464.849107
129.104813,136,63481.228922
-79.053911,103,63495.600792
151.113994,99,63507.737161
-75.273179,92,63520.818628
-73.172598,93,63532.217154
-92.866987,66,63540.438049
134.118786,85,63550.893808
133.525324,69,63559.524436
121.338899,53,63566.385097
118.482898,48,63574.390842
152.667969,113,63588.159114
122.357515,186,63610.296215
167.786342,138,63627.020206
127.614252,183,63651.043275
-94.040495,73,63661.982952
162.747883,95,63673.671619
131.747833,66,63682.01617
140.783873,136,63698.462327
94.455738,163,63717.902106
174.879318,117,63733.994124
-96.80252,113,63749.54266
131.544689,103,63763.968548
147.296804,106,63778.710632
-61.178827,121,63795.07273
165.144313,117,63809.247152
137.611957,61,63817.016031
151.118231,160,63836.105413
123.71207,44,63841.912722
-62.440284,112,63855.583884
117.213317,43,63861.28307
149.610655,103,63873.830995
130.52132,83,63884.068972
105.273958,118,63898.344143
113.903129,138,63914.968372
-88.824142,102,63927.460376
122.325495,50,63933.934352
113.377318,48,63940.228563
-84.63347,14,64117.69435
107.310217,102,64131.94256
117.507676,32,64136.363808
-74.813758,76,64145.889691
-61.678129,109,64160.980074
120.705327,52,64169.488487
141.938757,104,64182.118891
151.726795,124,64197.149474
-89.492063,57,64206.222504
-108.225644,106,64219.182608
-90.639482,68,64227.749764
-61.079098,92,64240.798183
-65.729956,92,64252.184709
118.127708,44,64257.920474
118.409057,199,64283.369348
-86.535445,104,64296.06683
123.049368,59,64303.621041
127.207462,56,64312.586805
-69.973043,157,64331.485628
-90.777684,31,64338.031905
114.460698,63,64345.991317
-75.249833,98,64357.891242
152.326468,108,64372.85718
-82.278025,81,64384.732264
171.107255,223,64411.154025
-28.351241,151,64429.173655
119.449215,44,64434.98992
108.093926,110,64448.357229
156.687222,90,64461.219973
112.824964,84,64471.652486
156.243402,102,64484.077597
138.872488,66,64492.374337
114.616105,106,64505.220325
111.300669,38,64510.335812
110.49604,76,64521.626549
177.093988,143,64538.751061
-85.086784,116,64554.566657
137.635108,132,64570.404874
113.065983,150,64588.404685
129.500367,120,64602.9663
-89.356045,71,64611.900593
133.771842,62,64621.524385
148.212781,151,64639.554974
115.822175,36,64646.223604
121.75342,38,64651.320072
-110.568651,45,64657.260019
-96.963097,108,64670.468789
115.203297,44,64678.020946
145.374126,132,64693.858296
-103.34175,92,64706.962117
-89.412703,124,64721.918631
136.052092,117,64736.073416
144.040318,75,64745.471966
142.150048,106,64758.384398
137.500023,138,64774.993921
182.150228,170,64795.299029
137.061401,152,64815.351358
125.544628,79,64825.21652
-81.244741,109,64838.535564
100.905343,87,64849.239413
156.28875,108,64864.697625
131.087546,53,64871.598897
139.768274,86,64884.012671
111.522124,141,64900.965743
133.262522,119,64915.411719
134.24622,106,64928.343363
-72.532243,60,64936.050751
150.164086,117,64952.072994
-92.365848,57,64959.335118
-92.621285,71,64968.281777
145.729826,98,64980.2637
-82.405592,78,64991.7612
142.223028,114,65005.671784
139.632368,148,65023.380836
147.064764,107,65036.498535
136.467526,71,65047.258259
-64.879813,130,65062.978812
110.016727,98,65074.992066
-66.340175,104,65087.672428
123.847973,59,65095.143309
140.374488,99,65107.250846
-53.001072,100,65119.499604
-81.877671,122,65136.102093
128.940548,100,65148.314009
149.498657,86,65158.903185
-119.855565,139,65175.712433
128.903328,93,65187.168857
-76.254102,75,65196.518971
129.907083,49,65204.670095
121.498915,107,65217.706529
161.761035,165,65239.312731
-95.388431,92,65250.688482
114.060418,74,65259.936038
151.475859,263,65291.078204
142.07629,95,65302.739134
130.092033,49,65309.110836
113.527948,43,65316.570974
164.150423,169,65336.675699
156.150432,121,65353.180409
157.191733,154,65373.351469
123.829569,78,65385.347477
-70.39374,98,65397.380252
-331.016373,3,65569.057797
128.912293,55,65577.863501
145.461322,65,65587.853097
105.512107,84,65598.253459
91.431279,107,65611.287328
145.067309,92,65622.560808
146.217493,101,65634.809819
-75.782744,101,65647.121529
-79.076651,73,65656.346873
-82.314363,49,65662.702333
137.369906,132,65678.565229
113.866844,119,65692.971387
129.966414,80,65704.70365
128.424585,75,65714.027124
112.296859,37,65719.025873
85.82209,161,65738.236023
109.357048,186,65760.461973
121.015033,47,65766.563077
-90.574138,99,65778.663423
-81.645325,105,65793.24715
108.306265,106,65806.277997
122.950271,83,65816.562359
148.903484,89,65827.505764
-86.95086,82,65839.437821
117.854976,72,65850.282514
115.414205,34,65856.737889
184.982688,161,65877.873564
-83.345152,58,65885.351621
130.386603,76,65896.655017
166.754434,108,65909.821739
129.054302,106,65922.81431
144.018397,87,65933.512037
155.246165,94,65945.013934
-65.584061,104,65957.64248
144.102836,143,65974.838556
120.436115,57,65983.89775
120.923569,54,65992.572175
126.332782,57,65999.843285
105.842213,97,66013.535544
134.444858,82,66023.649936
-80.01913,63,66031.609178
-89.851189,60,66041.021606
-64.759857,104,66053.710256
-67.592855,88,66064.509598
-84.157807,80,66076.190144
-74.77826,39,66083.472126
-77.078369,125,66100.254465
133.345929,132,66116.162291
135.678139,69,66124.810134
124.368032,53,66131.609357
-94.446613,68,66140.162884
-81.018394,77,66151.540206
138.765656,185,66173.565675
125.250399,138,66190.173176
113.718315,21,66193.269993
153.735708,101,66205.568245
124.399006,51,66212.089665
152.867189,99,66224.195407
159.12537,99,66238.034681
119.388358,25,66243.385436
-90.603287,61,66251.109907
-86.081409,75,66260.413934
121.679205,48,66266.642294
136.564672,68,66275.180753
115.105441,31,66281.240107
125.152876,37,66288.031574
134.408195,70,66296.791967
136.61098,72,66305.767658
145.763751,83,66316.062687
120.750339,71,66324.936624
113.79451,62,66332.691581
111.887628,40,66337.965691
127.211829,56,66345.077852
-68.84529,60,66352.694226
155.859794,143,66371.702228
119.299011,199,66395.319117
-62.752032,100,66407.497169
165.205506,147,66425.08073
153.946243,137,66441.507139
122.674388,54,66448.471024
-96.369519,55,66455.506222
-84.096147,86,66466.171761
-43.349668,92,66479.220503
-87.188557,66,66487.441711
138.130131,75,66496.817421
-69.680139,121,66513.178727
150.688938,87,66525.631938
127.822635,48,66533.699607
127.397038,55,66540.753806
121.666232,57,66549.795183
122.468603,228,66576.594337
142.450472,73,66587.534805
130.646089,141,66604.459083
122.006446,105,66620.97439
117.989893,36,66625.789021
-75.958802,58,66633.142102
126.697028,62,66641.003253
145.127382,104,66655.506189
128.148152,80,66667.286188
119.518354,44,66674.848194
-66.28544,134,66692.913649
-46.282339,122,66707.665798
-61.780111,85,66719.916326
116.815603,25,66725.299229
-80.672096,121,66739.874073
138.113559,81,66749.874809
143.240815,84,66760.244281
-77.934563,116,66774.369165
-81.793893,47,66780.504163
-65.861481,192,66805.135519
-87.840341,62,66813.074924
113.753313,29,66818.905434
-94.995044,71,66827.779488
141.887804,125,66844.743596
-79.348517,58,66853.943475
122.281573,60,66861.52
116.948654,43,66867.254501
117.845239,28,66872.992066
-599.092317,35,67103.698492
108.209675,86,67116.106045
113.541211,22,67119.353402
138.440845,106,67133.984757
150.152198,106,67148.630662
114.302382,45,67156.246845
-73.889233,93,67167.627612
-58.764371,101,67180.042391
164.151141,104,67192.713391
-82.892216,74,67201.934443
-78.830204,96,67215.39519
-89.973177,114,67229.113738
-66.698098,101,67243.192713
136.53712,95,67254.858517
113.651049,25,67258.420088
132.993557,94,67269.963441
169.117974,110,67283.325867
-91.614889,91,67296.320294
111.168517,107,67309.36941
94.864995,88,67320.379304
-11.28329,171,67342.609199
120.809951,33,67347.162582
150.445553,127,67362.55653
163.502612,129,67378.187503
-102.963029,38,67385.421211
133.354174,66,67393.763095
-58.484452,111,67407.328459
-98.432464,118,67421.672645
130.368787,52,67428.394083
-95.393731,92,67439.73296
-78.241411,78,67451.24103
131.41952,59,67458.763572
166.624923,123,67473.659101
163.580572,156,67492.406061
149.635301,105,67506.995311
127.29417,105,67519.839258
-73.256748,96,67531.631907
-71.134242,50,67539.931406
124.315517,44,67545.678436
145.239487,90,67556.708804
139.851741,83,67567.000576
153.60679,108,67580.167092
-86.408821,94,67591.786143
131.083629,84,67602.213743
130.908698,55,67611.072908
156.701612,123,67626.003853
129.549273,50,67632.537842
-74.760948,82,67644.516628
143.942002,98,67658.357917
112.744666,101,67670.707176
137.022006,99,67682.907591
113.971681,41,67688.324749
-90.164715,43,67695.79833
131.697538,69,67704.468651
-69.776652,102,67718.727843
124.42848,52,67725.465838
112.14346,39,67732.492137
118.231305,45,67738.45088
136.575058,78,67748.122211
139.770077,103,67760.645149
109.304491,94,67772.205559
143.192062,74,67783.242124
134.371173,119,67799.491766
147.051921,79,67809.29817
118.41553,75,67818.719525
-97.182777,52,67827.244592
131.531652,47,67833.353173
133.088082,92,67846.542359
179.632995,154,67865.029716
123.078068,83,67877.150198
-95.607492,58,67884.524189
122.289713,88,67895.425249
153.022521,105,67908.239082
118.173567,59,67915.751725
170.491125,177,67939.050669
138.497499,74,67950.061491
159.456591,119,67964.484994
-69.109167,120,67980.865465
158.65129,138,67997.376934
135.927402,60,68004.997298
146.613091,84,68015.403591
-84.907925,60,68024.831195
-88.222464,92,68037.964596
162.617442,129,68053.607284
175.45398,102,68067.888609
-74.82648,112,68081.507949
122.230819,141,68098.618871
126.148114,80,68108.563619
141.961157,86,68119.155331
168.385503,153,68137.507037
151.908926,83,68147.899433
-79.4044,43,68155.361512
-77.862929,70,68164.126878
-81.376855,97,68177.758352
-96.562023,140,68194.704662
127.5845,117,68208.880245
-76.114535,151,68227.030555
111.590161,121,68243.426245
134.482962,63,68251.409909
111.122682,329,68289.995313
129.172218,47,68296.103419
152.181904,108,68311.05674
113.547906,43,68316.714799
-69.71798,72,68327.461241
173.015402,142,68344.489071
142.257987,97,68356.244727
152.647492,170,68376.533842
-520.345199,151,68637.203756
149.259579,104,68649.914817
163.838334,79,68659.749035
131.245461,64,68669.63873
126.403935,63,68679.38505
-85.926898,31,68687.467218
121.96406,101,68699.742931
154.685233,93,68711.128747
144.173727,93,68722.519055
-76.363753,138,68739.180635
133.435894,103,68751.724529
116.248367,65,68761.747097
141.566434,66,68770.093338
-98.512133,63,68777.99383
131.365348,60,68785.656535
121.822665,36,68790.513163
139.737792,85,68800.989402
124.90454,36,68805.841669
73.050847,214,68832.96425
