#{"t_start": 1774620676.1220536, "env_id": "None"}
r,l,t
148.163176,46,41077.192935
122.549395,24,41082.243431
141.42544,48,41087.973364
144.196743,57,41094.64793
174.474672,82,41105.753977
144.988073,47,41113.203431
153.687231,51,41119.273737
133.702258,33,41123.463645
163.328098,58,41130.28418
118.923431,25,41133.638495
-60.815407,84,41144.97858
128.139888,39,41151.599213
170.078886,76,41160.257475
135.024902,51,41166.29825
125.674983,59,41173.186495
153.618902,80,41182.27359
-130.62296,86,41191.952517
127.326979,34,41196.234765
119.668682,22,41199.264415
147.786102,52,41207.228553
149.342137,117,41220.2145
-109.552507,63,41227.528562
162.970826,90,41239.483373
132.510586,44,41244.806121
125.630367,26,41248.25898
118.612952,66,41257.712713
154.503326,50,41263.700142
130.822708,62,41272.711883
151.710766,65,41282.052385
119.372079,24,41285.301497
187.390964,88,41297.075477
121.442312,159,41316.266972
-71.070847,47,41321.924611
127.8016,27,41327.247124
-79.514092,73,41337.417282
119.938254,61,41346.314375
134.931503,47,41351.937634
-82.589932,40,41358.659006
144.193368,64,41366.070553
121.675239,95,41376.748529
148.152729,57,41383.457219
129.524185,77,41392.245569
-140.774096,128,41408.159711
124.083981,25,41411.505717
147.870519,52,41419.473647
120.181411,22,41424.301318
155.189374,63,41433.415233
159.939083,54,41439.868218
162.216793,71,41448.012804
152.49665,54,41454.399388
123.393438,79,41463.483039
113.818693,28,41468.935957
152.651141,68,41476.789632
140.534592,62,41485.787049
-94.818564,70,41493.851994
169.45722,64,41501.268798
120.912101,28,41504.909543
114.312151,22,41509.732964
139.382168,83,41519.166147
152.127236,62,41528.164428
172.930689,69,41536.08846
131.577165,44,41541.406595
155.01131,61,41550.312772
141.351152,41,41557.118708
148.621759,54,41565.313932
128.411405,86,41576.825664
-65.063388,76,41585.48903
-71.581701,47,41591.14922
137.305835,59,41598.041271
145.286498,45,41603.472479
122.633693,38,41608.208807
138.889783,57,41616.707049
163.816593,57,41623.376188
-72.407256,35,41629.557973
155.934116,104,41641.213542
125.608746,28,41646.670232
146.369919,66,41656.087758
116.31989,21,41660.807719
-44.04598,59,41667.689176
118.688631,30,41671.549126
139.155886,42,41678.448725
123.403105,31,41684.230275
127.328505,39,41689.026052
-32.051727,90,41700.997346
128.553403,60,41708.022769
123.62071,23,41711.17667
125.079637,76,41721.662521
124.416717,51,41729.529203
130.97511,30,41735.204675
145.694336,47,41740.838642
-84.490307,61,41749.744273
156.074854,65,41759.078377
132.641576,44,41764.456006
133.067744,39,41769.248873
160.373399,68,41777.099064
84.773493,94,41787.655599
115.443608,16,41791.846447
160.724239,65,41801.134133
139.476671,55,41807.632939
116.931539,30,41813.402787
149.42919,87,41823.248308
127.418781,42,41830.165222
158.397174,56,41836.745492
151.535289,48,41842.51589
135.959616,44,41849.639129
158.224477,72,41859.721605
126.924316,30,41865.373811
-68.243716,62,41872.55927
130.332146,36,41878.832654
163.932541,93,41891.079088
161.987741,58,41897.839954
167.436516,62,41905.038535
145.692755,53,41911.300535
131.644149,44,41916.602883
182.607537,107,41928.519267
159.950974,74,41936.985761
163.823728,66,41946.405783
120.589672,30,41952.070999
150.0075,45,41957.524114
146.26367,56,41965.876105
165.6811,72,41975.91608
168.141514,65,41985.23846
133.724757,48,41991.003142
144.938996,60,41999.798044
110.874077,75,42010.15272
146.87686,82,42021.237011
-58.976047,73,42029.61921
180.867872,85,42039.239097
150.08713,45,42044.665365
-54.550942,53,42052.714551
140.628909,50,42060.451121
153.358983,60,42069.228512
143.112413,40,42075.934462
124.812363,43,42081.137726
154.467089,97,42093.782995
133.301576,58,42100.559822
-71.267537,56,42108.911803
121.225392,34,42113.196596
133.219935,44,42120.310821
143.208758,53,42126.590374
130.645965,60,42135.394986
132.30021,41,42142.209571
134.790484,32,42146.280804
139.445331,47,42153.719175
169.810719,72,42161.945865
150.271373,57,42168.60747
157.588144,90,42178.84866
133.349749,41,42185.676905
133.597972,36,42191.945607
128.772119,41,42198.721089
115.973581,17,42203.013798
135.518017,43,42208.21484
155.440979,63,42215.514805
116.388554,19,42218.217654
173.716192,80,42227.283854
126.933113,36,42231.770912
-135.160476,96,42244.312112
152.17223,96,42255.071527
114.511945,26,42260.306349
114.795415,18,42262.899775
130.330638,32,42266.948815
124.692985,30,42272.620019
-88.626269,50,42280.368122
135.436867,70,42288.397666
154.836571,58,42295.176133
161.617002,55,42301.640375
-543.063094,38,42452.228571
188.828278,106,42465.848722
120.336588,21,42470.563036
126.07259,32,42474.612457
154.089308,53,42482.660108
163.018841,88,42494.38664
112.902783,27,42499.731709
-70.57312,59,42506.635677
134.60532,95,42517.233317
145.076005,44,42524.321953
136.208767,35,42530.50077
148.052297,48,42538.005599
139.666525,83,42547.387995
141.626496,51,42553.429006
-92.686711,55,42559.917651
114.190971,69,42567.847787
165.135279,67,42577.375773
-84.377755,41,42582.365757
157.342822,62,42589.574384
-104.551771,65,42598.900294
153.926821,82,42608.183432
129.419775,30,42612.048529
142.247696,53,42620.096918
121.608814,28,42623.736382
118.782499,94,42634.36314
115.211433,20,42637.16488
139.107288,49,42644.810882
166.029949,78,42653.719217
128.219225,45,42659.246081
141.663859,55,42667.493251
123.99441,31,42673.247097
136.155844,38,42679.719718
116.887396,21,42684.428457
130.100704,41,42691.242738
143.799612,51,42699.095837
148.026372,69,42708.850845
142.417396,58,42717.437715
113.766449,24,42720.656512
139.271087,38,42727.161748
138.445575,39,42733.761018
159.464717,53,42741.811665
163.834168,69,42751.502443
119.675848,22,42754.513981
119.711093,31,42758.471336
131.251847,58,42767.033129
137.662481,38,42771.705619
134.611548,46,42779.025649
191.019189,103,42790.468669
91.8708,136,42807.180694
128.552053,35,42811.553171
-43.091247,102,42822.914513
121.883859,24,42827.944716
113.236158,36,42832.42782
118.057219,29,42837.978955
116.277398,20,42840.790712
-78.610844,68,42848.678768
171.701495,100,42859.849645
133.584865,38,42864.542531
116.429925,27,42869.886593
114.882038,70,42877.914856
140.786734,44,42883.240505
140.740517,49,42889.089491
152.988852,67,42896.828548
118.542807,30,42902.489374
115.473739,26,42907.709538
-93.407956,106,42919.492012
133.115943,32,42923.548522
-39.198256,97,42934.404251
115.494278,40,42939.293738
-98.851171,86,42948.98134
133.64857,115,42963.525311
146.505024,90,42975.483
150.292004,56,42983.851517
137.824089,41,42990.648349
151.332994,62,42997.83554
157.828921,83,43009.005886
142.105258,49,43014.839522
128.87594,27,43020.187821
148.666605,98,43031.143793
113.473413,28,43036.592135
-108.475151,94,43048.949941
142.220739,43,43054.167503
125.819491,38,43060.65269
153.846075,70,43068.674157
-99.11255,68,43078.318086
145.143073,62,43085.519176
182.452894,88,43097.239736
119.568336,32,43103.116272
139.166041,48,43108.837139
159.772499,68,43118.478778
-79.940142,53,43126.547765
169.903128,80,43137.441166
145.861837,75,43147.804385
134.309388,55,43154.269248
138.68362,75,43164.610766
143.917623,42,43171.510618
158.552667,62,43178.710593
158.547733,66,43186.315324
116.960089,28,43191.768219
124.008635,31,43195.728403
121.692904,67,43203.42366
144.042432,55,43209.88835
154.614297,55,43216.41756
151.037434,78,43225.271652
167.592686,69,43233.205359
157.789543,66,43242.643756
139.442005,39,43247.449041
124.978258,31,43251.415757
137.52401,41,43256.40153
139.774294,72,43266.464352
-158.649022,146,43282.430817
-107.441838,145,43298.335904
137.826682,45,43305.516386
150.685305,74,43315.775704
145.654705,102,43328.924984
176.472581,99,43340.063364
117.370084,22,43344.886818
-76.841984,38,43351.376279
123.394038,30,43355.209353
-67.015594,68,43364.861862
118.331288,24,43368.089415
146.476045,62,43377.065426
139.432834,49,43384.705608
173.062976,71,43394.648007
135.384433,41,43399.660672
113.835641,22,43402.690745
119.054623,19,43407.196391
150.282858,83,43416.580386
144.120985,51,43422.611229
119.368822,23,43425.736032
130.631209,33,43429.905268
116.290988,23,43433.022573
116.119703,83,43444.193738
135.308748,47,43451.620693
163.0571,101,43464.675705
122.951746,23,43469.602886
148.01872,49,43477.246617
122.715006,25,43480.571676
145.236354,48,43488.116769
115.32444,47,43495.552849
132.229061,30,43499.41764
159.251957,64,43506.865185
152.968109,64,43516.07695
171.925078,99,43528.946628
-73.475872,59,43537.635288
-68.463237,60,43546.424811
124.596423,24,43549.651128
-55.207162,103,43561.147852
123.604386,25,43566.284903
116.278286,24,43571.307804
130.306911,68,43579.13974
113.958978,27,43582.682248
-99.144064,95,43595.10686
134.618388,34,43601.181319
137.782553,47,43608.62392
140.306755,86,43618.326978
-93.719786,59,43625.208013
-67.904382,40,43630.108873
144.801637,53,43638.164949
150.60423,101,43649.448664
150.707016,49,43655.285891
124.238097,32,43661.165689
-26.277662,81,43672.162879
163.347216,101,43683.431286
177.761649,76,43693.906431
159.034702,73,43702.249534
119.919097,21,43705.164532
138.886017,47,43712.594608
128.119004,59,43721.272298
120.561098,23,43724.391916
123.92126,68,43732.234202
126.20928,31,43737.980161
143.176044,52,43744.118821
-63.020807,137,43760.951931
182.316271,88,43772.670741
-478.73025,80,43928.633281
152.221958,64,43936.044132
-74.026884,64,43943.452547
146.744655,45,43948.882092
151.758242,48,43954.615991
150.799413,54,43960.995737
150.385713,67,43970.515649
118.835049,21,43975.23171
171.317738,94,43987.624758
123.544107,23,43992.537086
163.803246,57,44001.020198
121.810711,22,44004.045776
-73.793547,71,44012.197618
117.442595,21,44016.914896
-69.68014,64,44026.122662
134.37378,67,44033.897752
135.718859,53,44040.152217
125.916662,27,44045.506444
171.007061,78,44054.384745
-85.807962,31,44060.145325
116.86864,29,44065.690544
157.839087,72,44075.750172
-67.679257,61,44084.639984
-24.67038,81,44095.655658
176.221912,78,44104.517067
141.112155,67,44114.007433
150.804666,51,44120.040721
-37.190338,91,44132.065321
157.796527,66,44139.66898
139.801243,48,44145.417672
127.050261,26,44150.650125
131.749209,53,44158.727779
163.326255,90,44168.854796
122.254888,23,44171.979777
145.984352,54,44178.349599
155.533344,58,44185.135876
153.040926,65,44194.435163
117.42489,91,44206.46629
154.425676,60,44213.45153
119.849437,24,44218.492801
-55.429153,113,44232.798184
165.594115,60,44241.608562
137.709713,44,44248.732363
140.398908,47,44254.363337
154.446958,97,44265.261326
147.1934,52,44271.397043
136.372254,34,44275.656973
131.342061,41,44282.485984
83.940035,157,44299.617853
147.9861,47,44307.054803
167.441191,86,44318.570976
171.057825,66,44327.973233
-43.773733,80,44337.01519
152.786231,62,44344.219646
-88.445525,39,44350.827044
124.427128,37,44355.41037
148.696441,69,44363.345479
123.124956,35,44367.709758
143.923317,94,44378.221639
120.533632,25,44383.353066
120.310176,24,44388.368438
136.696736,49,44394.185527
155.300929,55,44400.790388
116.474257,24,44404.033873
150.432697,82,44413.30741
135.247477,78,44422.168284
173.239798,68,44430.008538
141.87242,55,44438.298203
-67.219046,53,44446.349674
125.968863,31,44452.101376
120.457923,23,44455.22704
128.872375,67,44462.989398
132.834565,36,44469.265542
-87.292625,36,44475.559706
116.107411,25,44480.69079
124.462315,36,44485.187505
-77.68829,47,44492.608318
-77.175282,45,44499.830192
140.655139,48,44507.383425
160.344207,54,44513.707738
133.185656,51,44519.761276
143.729918,43,44526.774905
116.535462,27,44532.107167
154.488653,52,44540.051539
124.354993,96,44550.831856
158.03382,53,44558.893754
151.763845,53,44565.144609
-85.628284,49,44570.980354
129.62559,29,44574.735725
142.995446,63,44583.831152
148.119021,49,44589.677114
110.738061,83,44599.067204
178.686687,88,44610.783182
152.604485,53,44617.03951
118.483351,50,44624.819353
156.778271,58,44631.63402
135.884583,43,44636.869688
144.641023,63,44644.201395
155.800578,64,44651.586865
153.673822,68,44659.426844
169.65143,105,44671.138546
120.638919,24,44674.36144
150.515853,63,44681.664076
131.33483,38,44686.367455
125.928707,31,44692.106931
130.930021,43,44697.328355
127.070611,50,44703.30985
136.811557,46,44710.630417
150.261572,56,44719.003466
140.905047,42,44725.897238
183.867542,99,44738.75033
118.782365,23,44741.901124
150.108715,79,44752.671479
163.620376,66,44760.278632
132.377252,91,44770.540762
140.787166,50,44778.287782
126.478644,32,44784.142439
-52.777499,89,44794.169119
127.167855,59,44802.819821
129.505668,29,44808.393542
182.4524,98,44821.149846
119.287553,29,44826.706134
-92.36324,55,44833.155499
149.673238,81,44842.320312
157.852531,61,44849.390708
159.563833,103,44860.887519
149.173816,54,44867.258248
142.39788,42,44874.272804
156.938339,71,44882.411294
-85.767271,43,44887.645356
190.388223,95,44900.08216
-40.348756,89,44911.889917
131.554587,38,44918.398016
122.44718,35,44922.821433
-106.352549,98,44935.577494
187.576339,102,44948.79755
121.002329,23,44951.935903
158.343039,70,44961.771059
-65.873232,61,44968.862099
128.377688,40,44973.763985
176.325335,73,44982.096382
127.278371,35,44986.480781
116.810898,32,44990.629732
124.403889,33,44996.58846
-59.712076,73,45006.744755
143.856656,59,45015.421774
147.571583,57,45023.908434
133.692406,37,45028.503443
-94.258619,46,45034.049176
129.302544,32,45039.905697
170.664116,76,45050.36752
158.81238,69,45060.067347
133.014282,37,45064.65115
118.7864,24,45069.685789
126.740185,37,45074.284097
150.499063,90,45086.222198
133.46195,63,45095.319433
116.430488,20,45099.928154
124.007399,29,45105.488707
144.569405,41,45110.489729
131.63405,60,45119.288641
116.963328,23,45124.224323
177.338063,108,45136.243322
153.378455,65,45145.54186
128.69157,30,45149.408041
121.910405,27,45153.038386
138.971718,54,45159.394513
156.604933,86,45170.942572
139.826875,50,45178.704361
-131.390165,118,45193.539326
146.202263,67,45203.061476
127.527133,65,45212.362385
155.767954,74,45222.599348
133.772393,74,45231.055363
152.989345,92,45241.397152
119.382119,23,45246.315171
142.416545,39,45252.919499
-453.506067,64,45412.179014
167.105895,71,45420.307439
148.438187,56,45426.886422
-80.275604,43,45432.089663
156.71956,51,45438.153578
157.7913,83,45449.355915
-67.582477,62,45456.581882
121.435786,22,45459.589543
-118.123916,72,45467.824553
132.233438,116,45482.446821
159.188882,79,45491.423515
132.91082,41,45498.221996
148.576994,58,45506.81858
146.68083,64,45514.229276
135.377039,100,45525.41606
144.473411,48,45531.136259
139.733828,42,45538.047284
120.260394,24,45543.078365
-147.484635,97,45555.749889
114.936043,27,45559.294122
147.520379,44,45566.403296
175.084833,71,45574.532216
131.84999,34,45578.873105
170.028736,126,45594.56023
146.153511,52,45600.77101
154.50616,57,45609.24321
132.098166,34,45613.522749
125.882998,73,45623.653708
120.180728,28,45627.29309
121.490562,54,45635.461666
148.616613,108,45649.301286
133.749492,47,45654.92712
163.008053,68,45664.553695
173.160723,84,45674.141505
135.722125,37,45680.518731
136.512069,72,45690.591282
159.489456,75,45700.961576
114.325301,35,45707.149541
127.173631,31,45712.910118
122.65886,74,45721.366683
126.501989,52,45729.339913
143.815542,41,45736.151895
160.488544,55,45742.617315
162.942492,90,45752.805569
184.354267,113,45767.082565
136.707244,75,45777.455703
117.417718,29,45781.210408
169.066792,80,45792.101153
137.71363,123,45807.472369
147.123444,43,45812.660254
126.284247,26,45817.906815
-95.175731,48,45823.632437
148.483022,78,45832.5759
153.356525,58,45841.146577
120.191074,22,45845.967747
153.530328,62,45853.152162
144.067536,66,45860.773531
153.413519,48,45866.509156
153.657281,62,45875.517374
120.881748,33,45879.703475
130.03367,69,45887.637994
162.18748,58,45896.240343
151.894701,65,45903.762597
126.510341,29,45907.513932
150.643087,61,45914.594868
134.761053,46,45920.102418
-81.718405,62,45929.090551
126.654278,27,45934.413305
146.432361,56,45942.815271
133.307165,42,45949.739385
161.922674,60,45958.557182
158.11496,53,45966.615757
128.012209,32,45972.486899
162.29358,57,45980.971787
132.364834,30,45986.640348
122.361528,70,45994.797636
-141.159327,199,46018.136346
158.583615,64,46027.359831
117.393301,31,46033.128352
149.139868,52,46041.080581
113.251997,20,46045.699391
-122.173038,96,46058.258243
164.994521,96,46070.829906
126.828847,67,46080.367834
132.627867,48,46087.925583
143.012575,59,46094.816868
157.728996,54,46102.982423
131.991407,31,46106.947108
158.819762,54,46113.310296
33.873655,155,46130.256656
126.038032,27,46133.79927
-78.568479,112,46148.007993
132.460285,33,46153.971176
123.751733,24,46157.198447
148.506194,59,46165.850741
128.039728,42,46172.751635
125.630144,31,46178.504041
117.983764,31,46182.476465
150.726106,45,46187.900876
-72.558435,69,46197.629662
-93.342605,85,46209.028804
159.014843,57,46215.696869
115.144094,26,46220.947838
121.166658,38,46227.430413
141.017787,60,46236.223297
142.808801,46,46243.54872
139.77355,36,46248.04225
142.330077,45,46255.278086
-70.266486,94,46267.633948
141.714762,46,46273.164318
132.55632,93,46283.599773
123.427087,31,46287.53927
134.0517,64,46294.954378
155.077959,51,46302.809019
149.803676,60,46311.580665
146.116204,43,46316.784722
159.83049,77,46325.585088
116.590918,26,46329.029879
115.384919,17,46331.531405
148.435927,43,46338.545018
158.27074,61,46345.655974
127.931548,28,46349.296761
-81.319811,52,46357.247072
153.685617,66,46364.880657
143.68835,51,46370.911853
134.477935,55,46379.19183
141.568765,46,46386.499793
121.711807,50,46394.263015
115.34799,22,46399.088251
193.07464,100,46412.066252
120.299421,27,46415.613891
-70.909672,86,46425.29132
118.26115,28,46430.751367
23.204337,156,46447.846545
-75.608537,45,46453.282448
139.251388,50,46459.232557
-47.472034,70,46467.267923
160.928804,78,46476.158256
151.374618,46,46483.492818
135.579321,78,46494.139741
132.483984,31,46498.088814
119.700887,24,46503.130445
187.972494,103,46514.657229
144.500327,44,46521.789404
178.541035,74,46532.038927
148.660807,44,46539.153524
135.764963,48,46544.903977
-73.522274,45,46550.315958
141.218179,110,46564.331976
130.928144,44,46569.630175
173.978005,81,46580.623863
164.235317,99,46593.506853
160.682937,109,46605.610618
141.906204,41,46610.624262
-77.638488,57,46619.099362
147.70949,53,46627.155998
165.418958,80,46638.033314
145.943265,48,46645.562483
140.179354,48,46653.102134
129.847748,33,46659.069318
165.696349,83,46670.233788
151.446407,84,46681.503897
-73.985549,45,46688.732655
147.672385,63,46697.829905
151.517721,54,46704.274043
120.628194,24,46707.501709
138.770082,59,46714.377703
152.89481,120,46727.622183
-125.467061,127,46743.395771
-541.625171,12,46902.443437
123.758189,25,46905.778938
132.156217,37,46912.157785
126.528905,40,46917.067474
114.124109,25,46922.206099
112.869078,24,46925.446591
163.583074,69,46933.399563
125.683086,25,46938.527456
115.901697,34,46942.801258
138.04961,39,46949.401058
128.200868,30,46953.240396
114.931996,28,46958.697568
64.310091,129,46974.696293
150.505167,52,46980.833407
126.251659,31,46986.602949
-97.958542,103,46998.058585
165.799357,63,47007.154737
116.925928,26,47010.587672
158.949213,67,47020.102551
154.777226,52,47026.257576
127.613921,32,47030.326282
-96.92102,54,47038.508457
138.508646,46,47044.075735
118.360121,31,47049.850545
135.147436,43,47055.071292
138.25371,35,47059.446633
151.847658,52,47067.374833
152.531612,102,47078.777175
119.240082,42,47085.686863
168.277435,71,47093.831194
-59.367706,63,47101.104553
159.802413,54,47109.278096
159.333209,55,47117.534261
136.766888,41,47124.347684
-85.143966,40,47129.252118
-54.989373,100,47140.44493
184.146645,94,47151.013685
-95.730832,83,47162.205601
163.849071,68,47170.029367
148.027642,54,47176.401705
122.953285,30,47182.053064
-92.52046,61,47189.12878
137.987471,55,47197.39862
147.902369,58,47204.17676
137.158541,57,47210.814981
152.486564,60,47217.780938
-229.944305,245,47245.940625
155.292128,63,47255.018162
150.142403,73,47263.410671
70.013231,138,47280.392416
152.75145,82,47291.459435
147.162026,48,47297.199505
-79.322722,71,47305.332017
132.341478,225,47329.585955
133.053356,34,47335.67011
130.657312,29,47341.242644
-57.373073,88,47352.943944
140.076881,58,47359.718671
149.245491,49,47365.561768
146.038111,51,47371.593063
114.680392,15,47375.682212
121.825861,26,47380.915755
134.287015,76,47391.401182
146.747916,53,47397.637329
147.972831,43,47402.86257
135.52044,81,47413.841409
154.392712,69,47423.579881
-71.301871,107,47435.465599
135.858697,52,47441.61881
-76.27547,48,47449.161006
121.615124,24,47454.196745
148.779379,61,47463.080161
145.838769,57,47471.556558
154.329386,55,47478.036952
126.421257,38,47484.524086
157.452063,71,47492.641739
167.377821,86,47502.316162
145.52929,121,47517.497754
134.63276,39,47524.095077
144.37343,71,47534.023127
145.80325,56,47542.368413
148.94518,54,47550.545455
164.47078,71,47558.654175
148.531616,51,47564.718093
113.929597,104,47576.330883
143.81718,54,47582.707031
118.892526,27,47588.06403
115.567008,16,47590.541771
124.748031,47,47597.98581
120.885173,22,47602.806621
126.957888,49,47610.464007
135.704679,33,47614.641961
130.815409,39,47619.438224
148.440065,57,47626.109227
117.798701,85,47635.780216
121.358177,42,47642.680441
133.30467,45,47649.917012
-67.049382,62,47658.94735
123.35511,77,47667.73525
-104.634737,90,47679.661849
161.628977,64,47688.837095
129.511242,53,47696.880018
145.577694,49,47704.510369
176.297929,109,47718.445815
131.946212,38,47724.929948
146.349058,96,47735.69412
140.326114,60,47744.473636
117.142703,50,47752.225021
142.874583,41,47759.050303
-134.845725,150,47777.294243
150.313668,81,47786.443924
146.231679,63,47795.556288
154.628182,65,47803.078232
150.651123,61,47811.958525
125.016956,29,47817.522123
126.273283,37,47823.916993
160.079474,59,47832.604738
119.175252,23,47837.533838
163.038967,66,47846.927746
145.630899,46,47852.43628
124.858813,28,47856.073848
132.511839,40,47862.767872
125.503153,38,47869.248822
-74.596609,47,47876.680314
114.346194,19,47881.191781
157.934067,53,47887.470687
190.189122,81,47898.480809
151.650583,47,47905.908106
135.262176,54,47914.051646
177.010231,82,47923.349047
133.127373,39,47929.950932
-88.311502,49,47937.608913
155.19252,97,47950.268603
137.260773,42,47957.196065
180.067476,94,47967.791231
147.901687,60,47974.774641
131.115173,46,47980.286478
133.501519,45,47985.711786
-76.460908,67,47995.212982
-80.327181,81,48006.218009
128.110162,31,48011.969217
128.827083,41,48018.782326
-92.179649,59,48025.69166
149.976681,67,48035.207119
130.08943,31,48040.959998
138.38083,36,48047.23762
-40.708027,96,48058.049606
166.067342,64,48067.262012
129.475221,28,48072.715459
140.030114,39,48079.307725
150.21098,61,48088.194527
152.373449,61,48097.096223
117.913301,21,48101.807655
-47.479323,84,48113.116123
133.375374,41,48118.124429
143.042826,39,48124.71057
-99.192622,70,48132.723529
-68.283304,43,48139.742405
122.517209,29,48145.28562
170.714806,85,48156.667164
140.62276,48,48162.390551
-86.859389,78,48173.057734
137.046525,47,48180.492654
131.231217,80,48189.592768
155.527312,56,48197.970748
135.931717,47,48203.610526
124.449776,32,48209.476051
-122.658197,96,48222.024166
-70.743884,87,48233.649257
-83.276965,34,48237.925364
155.295707,87,48247.724477
-722.407422,25,48402.527963
-59.175103,57,48410.994603
121.480466,24,48416.041269
-145.80568,131,48432.262455
117.762274,22,48437.062586
141.126209,51,48443.122222
123.377976,99,48456.005754
113.289062,28,48461.442381
-83.827914,52,48467.605015
-72.223985,37,48473.999418
155.951264,51,48480.071521
120.909883,35,48486.247566
-41.240531,99,48499.15864
129.691506,47,48506.585669
147.055672,58,48515.197417
148.961867,52,48523.148443
121.040253,32,48527.203978
130.894414,42,48532.312902
135.16971,107,48544.324831
127.935758,26,48547.842806
149.30822,68,48557.461573
135.535302,91,48567.690053
145.717695,51,48575.520855
162.566547,101,48588.593644
133.758718,39,48595.194051
166.639945,83,48606.383818
133.944379,55,48614.664249
141.448185,47,48622.115161
151.650392,47,48627.738987
155.008627,54,48635.913195
143.924491,42,48641.011962
144.154501,68,48650.634325
118.930612,19,48655.139845
-106.044638,42,48660.256007
126.00212,63,48667.534017
126.720015,27,48671.074759
164.545269,79,48681.838922
123.609723,52,48687.99987
122.254762,24,48691.223978
-88.226551,36,48697.53545
129.34753,39,48702.336256
152.425032,59,48709.237808
-69.551379,81,48718.419123
145.598148,47,48725.843098
168.50973,63,48734.95406
144.276599,53,48741.228846
115.439373,18,48745.628634
134.767759,37,48752.002531
128.241715,52,48758.153696
130.284445,44,48763.479175
164.537071,65,48770.991532
124.218574,30,48776.647211
138.08824,35,48782.817012
126.049218,52,48790.761941
139.285476,42,48797.681504
-59.581822,108,48811.498721
147.048447,50,48819.227664
157.946035,55,48827.487524
-103.183652,68,48837.096578
122.768352,33,48843.078636
121.53709,33,48849.046173
116.360266,22,48853.869653
-80.170028,31,48857.816382
182.363684,96,48870.412015
171.333531,81,48881.419731
135.469793,44,48888.520773
177.482907,82,48897.840424
143.142961,48,48903.583143
139.070985,49,48909.430552
123.459174,24,48914.464976
-25.966418,82,48923.803552
-55.719668,91,48935.83165
-79.026073,63,48944.940691
143.2087,55,48951.418877
114.491778,23,48956.346276
150.802859,65,48963.860268
159.959671,57,48972.335
149.012381,80,48983.232887
127.406581,34,48987.50523
133.509849,42,48994.425614
143.161187,42,49001.345216
120.759856,25,49006.487895
146.446643,50,49012.479702
151.067416,63,49021.591833
-74.52307,53,49027.8399
127.086809,31,49031.793285
158.894887,56,49040.170796
192.375057,102,49053.345397
123.693712,25,49058.473056
131.795499,110,49070.738514
153.773435,56,49079.073926
147.679145,45,49086.291591
124.045953,38,49092.786678
119.810211,25,49097.90972
-83.452019,96,49108.645541
128.099176,40,49115.353377
156.04034,68,49124.963037
-71.024653,64,49134.187874
137.452893,47,49141.628075
161.534323,81,49150.844077
-39.828862,103,49162.325328
144.871376,52,49170.266695
126.866863,57,49176.959763
138.526352,50,49182.914266
172.853182,106,49194.709749
147.980384,51,49202.591327
-61.167634,57,49209.276616
-83.779307,56,49215.837281
141.892961,49,49221.66034
-85.508712,41,49228.456783
172.040707,70,49236.497798
163.943513,71,49244.732939
171.177684,76,49253.394912
118.238521,18,49257.793536
132.334549,32,49263.645574
121.580338,33,49269.622466
122.999621,36,49274.09987
135.27739,56,49282.479696
179.062385,94,49294.805858
120.904347,24,49299.841273
156.745327,58,49308.437502
124.998463,48,49315.974761
125.763827,45,49321.40077
134.766559,40,49326.307069
144.463704,49,49333.938095
145.036717,59,49342.661849
-81.276401,89,49352.721159
-75.298984,34,49356.984756
-74.401483,39,49361.789608
151.394985,48,49369.316953
161.732994,65,49376.84306
121.4886,33,49382.795809
133.50918,33,49386.974012
149.509519,53,49393.245851
144.418183,40,49398.158464
153.513499,60,49406.953962
151.217473,59,49413.848713
149.675001,56,49422.213961
-76.807215,30,49427.879117
169.770364,76,49438.331923
148.008741,52,49446.298804
-57.594857,62,49453.495857
-55.751246,76,49463.978855
118.591258,21,49466.899929
113.862591,15,49470.997967
119.829469,26,49476.216547
167.23823,111,49490.36249
133.915185,64,49499.594111
114.525189,16,49502.060816
130.586104,29,49507.584654
158.456272,52,49513.831134
-112.822656,73,49523.9624
164.15586,73,49532.320858
122.252099,45,49537.735045
130.258872,38,49542.416228
136.928244,34,49546.693048
114.593546,25,49550.021686
129.09543,54,49558.181074
-54.391105,137,49575.026898
136.91782,35,49581.206384
115.990559,29,49584.977891
-245.992773,203,49606.895045
151.612544,54,49613.228745
157.605285,76,49623.706311
150.850219,70,49633.531836
126.141741,43,49640.541103
154.493953,81,49651.545414
158.764663,59,49660.238831
132.6427,52,49668.220497
159.473219,64,49675.632363
132.310256,121,49690.788559
161.041019,59,49697.669573
161.2445,69,49705.637194
148.978497,61,49712.82706
131.260763,36,49717.320804
137.937661,35,49723.489951
-63.087619,73,49733.637525
139.107624,36,49739.926355
140.841899,43,49745.159806
147.338177,45,49752.391387
118.795869,29,49757.939888
152.966649,58,49766.524832
-475.527238,32,49908.220417
140.9014,42,49915.110207
-90.603512,44,49922.232672
-69.331923,56,49928.789419
123.986206,39,49935.372441
141.938886,52,49941.523812
119.381301,33,49947.482794
127.081475,43,49954.507734
152.920992,68,49964.163372
138.61589,43,49969.384432
158.930478,55,49977.659873
126.325771,29,49983.204485
162.984759,58,49991.799402
119.306537,31,49997.572438
115.326951,18,50000.177843
156.041329,65,50009.476869
157.956439,60,50016.481284
162.950401,57,50023.171508
140.577302,50,50030.931308
143.570193,54,50039.093621
133.67197,43,50044.314114
148.561023,53,50052.379534
