#{"t_start": 1774620676.1220536, "env_id": "None"}
r,l,t
162.883885,60,23606.984928
124.74375,48,23612.726495
116.602622,18,23615.325983
120.859239,23,23618.441786
-83.933296,71,23628.385956
116.301627,206,23650.649978
-158.480336,1,23822.515309
150.623995,47,23829.966534
-67.810268,78,23840.637968
154.635268,116,23855.25701
144.267997,46,23860.765069
154.301354,73,23870.958
-86.551261,75,23879.537589
122.98475,24,23882.836667
118.573853,19,23885.548289
133.106553,53,23893.61872
-79.04426,67,23901.344573
155.39432,51,23907.483021
-49.116256,96,23918.506086
125.620681,42,23925.449051
158.621267,61,23934.37608
135.405909,75,23942.979712
118.546435,21,23945.920638
-85.408015,77,23954.717538
126.677508,40,23959.623668
163.651815,75,23969.976872
-48.847236,68,23977.861823
-80.550649,114,23990.550824
149.06172,48,23998.085223
128.932625,35,24004.275753
182.097359,99,24015.342845
-85.349385,39,24020.168147
-76.841513,58,24026.963863
-120.778774,88,24036.896872
134.414156,44,24044.00117
120.063537,28,24049.454249
180.039456,109,24061.600836
148.696454,102,24073.037124
147.118485,44,24080.173247
128.592767,77,24088.970775
172.849505,87,24100.693609
147.26614,59,24107.64672
134.393482,54,24115.877198
126.482949,33,24121.85868
114.639555,15,24125.936681
187.696027,109,24138.091231
151.464692,82,24147.403986
-84.807166,45,24154.628681
139.40749,91,24164.938824
-77.528172,40,24169.839281
115.702678,26,24175.065615
164.834004,67,24182.766251
161.020525,62,24189.960097
-45.062492,88,24199.882934
124.225028,87,24211.539677
164.258012,63,24218.832244
136.946661,60,24225.802923
134.281049,38,24230.480472
-58.112986,66,24239.882247
162.496712,84,24251.185294
132.249054,128,24265.266862
122.396835,27,24270.606798
121.132519,31,24274.562792
157.96537,80,24283.648461
-80.550808,70,24293.505673
132.804642,43,24300.516153
114.789819,21,24303.425903
119.141496,20,24306.23308
124.176872,31,24310.194163
131.459053,43,24317.211661
149.000075,57,24323.896632
114.864669,31,24327.854281
-105.925948,166,24345.932807
129.303449,59,24352.845528
144.286204,59,24359.761755
176.210448,104,24371.337527
-78.667486,102,24382.715165
129.691754,40,24387.64817
132.186416,36,24392.195685
126.79172,114,24404.823672
144.053193,57,24411.513928
-80.587648,49,24419.133787
-70.723104,78,24428.001723
-67.610416,50,24435.722776
118.007809,30,24439.592999
118.690764,22,24442.598339
113.771018,23,24445.706306
126.33685,39,24450.532981
166.610132,76,24459.2121
149.896238,75,24467.793073
173.090878,98,24478.760358
116.347207,30,24482.621877
161.42987,55,24489.094548
113.988853,27,24494.426167
140.567638,44,24501.527254
141.499253,65,24509.049519
129.269417,31,24512.987988
129.30728,40,24517.878546
138.475577,51,24523.943133
160.850192,73,24532.314412
181.121708,80,24541.377478
135.148768,115,24555.974885
141.648149,56,24562.583166
125.080057,40,24567.481239
114.285633,31,24571.442703
166.246446,81,24580.620832
166.600071,74,24590.95205
134.393011,50,24596.904575
-123.676533,333,24632.593274
141.264418,47,24638.234734
143.308786,51,24644.270237
139.272988,41,24651.115972
173.376542,76,24660.051053
138.468069,46,24665.670015
121.028115,66,24675.157675
117.42478,27,24678.82565
151.81983,73,24687.323885
135.464357,42,24692.452389
127.347432,35,24696.852526
138.290417,52,24703.001837
-106.76232,200,24724.673599
156.824819,54,24732.848175
114.75612,17,24735.348128
-94.096669,47,24742.799894
119.590392,21,24745.76132
139.568452,47,24753.215074
122.584694,35,24757.592075
-90.7921,62,24764.804142
167.451185,77,24775.408384
127.101476,28,24780.859454
-46.93721,89,24792.704243
126.912871,27,24796.2816
114.962017,33,24800.491187
124.964864,32,24806.405748
166.554476,73,24814.79419
139.284623,52,24821.022392
-82.415426,51,24828.912655
114.638674,20,24831.727746
-30.846724,107,24843.686414
148.089455,55,24850.155364
120.426807,31,24854.126276
113.456969,30,24859.7945
159.084894,69,24867.834303
-45.89285,77,24876.679038
139.569228,48,24882.480369
142.892698,68,24890.318217
113.422258,27,24895.668341
-321.49034,266,24924.162552
147.102816,59,24931.054635
153.175194,59,24939.725286
-70.78643,122,24953.227905
131.175037,42,24958.340619
116.320886,29,24963.897019
132.808784,44,24969.214422
163.128164,113,24983.553682
112.789551,24,24986.776557
116.088362,29,24990.522517
164.172096,76,24999.208334
134.044643,78,25008.10497
148.528768,46,25013.652958
172.423193,75,25022.215824
-69.455001,77,25032.762666
114.49866,16,25035.15504
114.713904,17,25037.652853
168.01775,69,25045.595835
162.053439,74,25054.040811
173.377772,86,25065.551498
118.841972,23,25068.680887
-372.377271,63,25237.565438
176.03362,94,25248.131996
142.441737,41,25253.130781
137.280555,48,25258.872973
133.228907,35,25263.25976
138.961337,45,25268.695984
117.576082,20,25271.51283
118.850818,28,25275.174026
148.053444,60,25282.165796
152.749523,79,25291.159268
161.435149,69,25299.109818
129.145904,39,25305.807782
116.690616,32,25309.920804
-90.194801,51,25317.861159
119.528036,22,25320.913894
-96.728171,143,25336.812856
116.016841,18,25339.46686
142.766162,43,25344.728507
-49.97742,60,25353.625821
123.541547,36,25359.977413
133.41775,39,25366.592827
-68.264138,78,25377.275292
158.637817,58,25385.867621
128.980332,37,25390.458479
119.396334,28,25394.104866
-69.720909,70,25402.149384
132.160245,44,25407.46685
122.201222,29,25411.224017
144.629785,65,25420.547667
115.175977,24,25423.784086
-98.791145,81,25432.973015
156.848323,77,25441.805734
125.662044,34,25447.875287
-106.096773,105,25459.590024
148.961768,62,25466.817742
140.546398,73,25475.170573
154.486808,62,25482.372889
130.509745,41,25487.365996
124.578862,25,25490.709044
137.951547,54,25497.082879
151.177033,63,25504.387969
115.193921,23,25509.295336
126.421175,35,25513.660509
122.18199,30,25519.31665
135.777317,56,25527.672802
113.815848,17,25530.154413
137.932255,37,25534.731828
137.620361,48,25540.43726
-99.244061,136,25555.393682
150.559126,66,25563.021874
156.624081,59,25569.953324
131.473108,53,25576.221257
133.419641,46,25583.555991
143.922473,60,25590.520811
-117.126257,74,25598.978497
133.597838,32,25603.020292
135.588173,58,25609.881033
-73.551337,43,25615.08481
129.908883,39,25621.692812
185.887944,102,25634.908656
141.678908,44,25642.057597
98.017407,129,25656.303428
114.742271,24,25659.529931
159.197506,61,25668.416521
115.576699,17,25670.891643
122.673597,26,25674.318103
-102.646088,69,25684.120759
98.910127,51,25690.176278
130.570433,90,25702.134002
133.249289,44,25707.465372
-124.638895,116,25720.413541
145.464233,65,25728.033021
-72.780746,50,25734.101671
87.995936,196,25755.561434
139.757585,53,25763.728941
160.716316,57,25770.516828
149.177564,46,25776.116614
-44.346105,78,25785.091712
130.567144,58,25791.944351
136.134317,52,25798.170926
161.176859,90,25808.484018
125.419684,28,25812.17353
118.962132,28,25815.866109
-81.407911,63,25823.247089
118.818064,33,25829.299913
166.96212,81,25838.594056
134.949035,56,25845.357324
154.168384,52,25851.652
150.445986,64,25860.977917
-48.927889,90,25871.198881
122.374483,35,25875.609043
164.352042,111,25888.036051
-102.299436,77,25896.865057
165.282901,74,25905.380184
154.066395,61,25912.544696
-146.226497,142,25928.189593
173.250618,72,25936.489655
-79.389338,38,25941.17205
118.00367,42,25948.088377
149.136688,133,25962.810549
127.946027,34,25967.086184
136.622843,45,25974.349747
154.41231,55,25980.896085
121.63866,21,25985.629531
-58.662484,65,25993.16115
118.732584,29,25996.947675
-66.86674,134,26013.50445
152.325341,50,26021.280386
125.689945,27,26024.834719
143.0978,60,26033.636086
164.13718,67,26041.332752
155.706893,58,26048.116455
116.706716,26,26051.635757
133.422678,47,26057.247414
151.7744,83,26066.629814
129.256905,33,26070.816701
160.053471,74,26079.308282
116.077309,26,26084.555041
-73.948668,44,26089.900596
123.418649,32,26095.784458
152.595857,47,26101.501916
116.139417,26,26106.76656
148.48389,69,26114.820048
112.406783,38,26121.410898
121.228484,30,26127.108865
-96.30426,86,26136.972192
137.885978,45,26142.414488
-134.951321,97,26153.314839
138.249257,46,26160.677091
113.561534,194,26181.741866
163.424415,72,26191.773412
137.110818,104,26203.43405
139.701918,44,26208.756945
140.162107,51,26214.834737
123.363079,50,26222.600148
123.616784,28,26226.258618
132.985927,45,26233.511483
-71.584312,64,26240.966499
-99.684336,57,26249.443633
180.053467,103,26260.916918
154.397254,85,26272.344299
169.318898,68,26280.183014
145.53081,52,26288.159127
155.213403,67,26295.886568
116.07118,30,26299.763525
150.798064,61,26306.900573
164.500138,99,26317.977194
159.941597,106,26331.612858
132.553291,48,26339.147369
142.428938,65,26346.649165
147.736916,44,26352.000511
-48.781332,94,26364.344977
119.523202,67,26372.062988
-139.920348,111,26384.393693
138.35496,46,26391.742799
-120.676289,106,26403.572072
10.781344,430,26449.322507
156.574589,98,26460.311535
147.212119,65,26469.645458
149.486519,78,26478.535493
-588.60716,52,26624.359251
142.830151,49,26630.227386
131.137593,40,26635.141879
148.356473,124,26650.646256
157.516387,62,26657.848926
-86.171488,79,26666.858206
-88.084812,56,26673.452639
86.299143,143,26689.244708
137.706069,61,26696.397946
125.950333,36,26700.920737
122.274438,38,26705.658075
158.574093,70,26713.736733
173.890433,110,26726.092254
141.301427,49,26732.00042
-100.797908,82,26743.179437
141.43506,50,26750.976862
133.768547,85,26760.709331
156.315231,56,26767.345526
148.479693,59,26776.060037
115.43087,24,26781.103098
-58.926331,72,26789.351738
143.997982,51,26795.481872
156.996865,52,26801.66517
-53.233761,71,26809.854426
143.465435,49,26815.726253
140.703571,41,26820.748431
130.69735,40,26825.676405
-97.918602,86,26835.382738
132.090301,40,26842.191091
120.951656,21,26846.919671
132.094827,38,26851.6895
126.310896,34,26857.864815
136.252189,57,26864.667217
116.933528,25,26868.081253
117.62411,24,26873.175213
97.512397,113,26887.813347
148.211513,60,26894.835614
122.433392,28,26900.326073
167.692634,68,26908.203995
138.683128,65,26917.556396
-93.74897,60,26924.563506
142.796384,46,26930.088848
120.672534,29,26933.834942
124.628069,41,26938.846434
127.847854,41,26943.877559
131.640838,44,26950.987566
123.344819,25,26954.332625
132.599615,35,26958.744
129.049082,41,26965.549208
-81.812051,38,26970.238491
173.19922,106,26982.054617
-86.817206,103,26995.578205
131.56925,46,27001.09697
-95.825952,122,27014.550285
118.813235,22,27019.371283
146.99117,56,27025.938699
-86.454535,51,27031.985456
125.388024,85,27041.589042
114.768193,26,27045.029148
-79.990936,53,27051.330875
148.989983,63,27058.630345
-47.706723,84,27068.131931
159.17856,64,27077.363208
-46.836666,97,27088.273392
120.566011,20,27091.086945
117.674309,27,27094.620826
-68.837373,57,27101.304332
-54.918918,74,27111.59398
-35.584597,100,27122.783715
135.177066,33,27126.981675
151.216074,57,27133.687809
152.291947,62,27140.919714
159.1898,70,27150.790162
154.88612,66,27158.477714
133.199877,65,27167.841312
140.051176,44,27173.207366
146.904828,49,27179.081396
154.896184,63,27188.228904
-72.842413,107,27202.028263
-74.179404,58,27210.648643
153.015122,65,27218.275375
113.953885,21,27221.183306
147.344985,45,27226.611078
135.41707,65,27235.93441
125.827843,28,27241.394588
137.913031,49,27249.040006
121.897385,36,27253.537795
126.82671,38,27260.019669
151.338442,64,27267.421799
156.330751,68,27277.033144
138.530045,46,27282.538952
147.522299,59,27291.210286
140.069275,65,27298.742815
-76.343881,80,27309.651169
159.873117,98,27320.619781
128.323918,34,27326.687624
163.39287,74,27335.135257
151.315976,50,27342.877266
128.968056,49,27348.727285
123.01918,34,27354.811431
131.618231,40,27359.708996
-1.69891,300,27391.762664
124.667294,38,27396.425869
143.084833,70,27404.466916
125.723811,35,27408.843054
160.183801,98,27419.811281
154.062924,112,27433.967769
155.683212,99,27446.83993
166.397455,74,27455.278791
120.284066,26,27460.610195
52.233574,142,27476.190123
170.399674,97,27487.036879
124.802993,57,27493.736615
135.662515,49,27499.592002
158.189693,105,27511.324821
131.120252,41,27518.113125
-91.730033,89,27528.137923
149.15019,48,27535.676424
146.315666,48,27541.410319
123.956993,29,27545.183524
-74.329907,40,27550.075359
116.100462,27,27553.618385
170.276131,81,27562.838012
156.841927,52,27568.996993
142.629596,57,27575.679394
135.271808,49,27581.526939
142.904564,74,27591.787259
133.014113,47,27597.430214
119.617708,23,27600.577001
131.303222,113,27613.207211
153.664647,63,27620.504334
141.245371,94,27631.069171
148.164898,54,27637.471162
144.165411,80,27646.549089
138.556186,70,27656.383742
172.091551,85,27665.992848
178.967148,89,27676.036592
126.694231,26,27679.483217
151.047531,57,27686.185564
-73.606613,63,27695.313698
135.197013,49,27701.16695
168.961932,68,27709.029743
153.370208,60,27717.830773
126.750294,45,27723.261511
147.365118,58,27730.070195
153.652292,91,27740.317797
143.397316,52,27748.291212
130.800995,46,27755.649663
134.421036,49,27761.530968
141.422673,49,27767.379861
136.392404,48,27774.918169
154.341411,58,27781.720698
131.338789,45,27787.162748
143.961521,52,27793.324921
147.082898,54,27799.696888
-80.361281,55,27806.180668
123.095865,58,27812.983157
160.186282,57,27821.487185
115.990933,43,27826.711671
125.438412,37,27831.299219
-65.728944,66,27840.749952
150.743905,54,27847.10722
150.253203,49,27854.749654
132.094962,59,27863.449645
113.996093,24,27868.450158
137.394795,49,27874.299997
155.513013,58,27881.104409
-641.048671,20,28047.459225
-71.0107,72,28057.477701
123.893133,24,28060.683406
126.727071,76,28069.40822
138.186971,74,28077.855832
121.817483,26,28081.293215
108.303992,68,28089.124001
151.583222,69,28097.039506
-97.413154,46,28104.376298
136.565569,104,28115.978805
143.362785,47,28123.401145
161.461558,58,28130.181556
141.218903,61,28139.075759
138.069167,42,28145.997077
-95.271357,51,28153.870136
147.829253,123,28169.283496
134.293055,43,28176.307979
148.878734,52,28182.510109
114.502166,22,28185.53726
138.171622,51,28191.58056
131.712818,43,28198.634609
141.242444,56,28205.207947
118.383844,18,28209.61617
-115.234359,71,28217.763183
-107.23688,85,28227.482243
-74.332995,66,28235.145957
165.816307,73,28243.551554
133.536414,43,28250.601093
123.551822,30,28254.485407
160.419355,71,28264.49138
130.691841,48,28270.254795
-57.401724,67,28278.049185
149.582698,73,28286.47749
112.635928,66,28295.899739
120.644784,30,28299.755294
-96.682113,59,28306.727169
127.682297,34,28311.126793
-95.658281,59,28318.044032
161.774109,69,28327.830908
-88.989852,48,28335.430359
-77.755975,72,28343.709207
162.920755,67,28351.501015
140.871249,52,28357.683452
-97.867864,88,28367.648774
172.261016,119,28380.809106
146.502858,50,28388.576416
-69.575701,55,28395.053058
134.005143,36,28399.547441
-82.574299,53,28405.818475
154.200975,84,28415.382285
155.655209,61,28422.474128
122.088182,28,28426.125625
119.815877,20,28428.943102
-66.97238,58,28437.553331
151.213344,55,28445.820651
118.937428,21,28448.782945
-56.57204,106,28460.68666
176.781204,72,28468.933842
144.884245,55,28477.225759
-99.576772,89,28489.065074
136.613017,35,28495.256004
139.297361,50,28501.199243
142.559927,39,28507.790579
119.11216,27,28513.123016
123.954528,28,28516.803288
-88.077851,64,28526.074456
-59.473778,52,28532.225744
120.982617,22,28537.028911
137.286564,59,28545.726595
-79.693062,46,28551.272508
130.971779,44,28556.612649
126.462749,38,28561.315138
163.84954,75,28569.894707
142.927941,54,28576.287031
158.699065,70,28586.13782
165.588498,68,28595.782008
120.338623,22,28600.60274
146.580644,56,28607.188556
144.639126,56,28615.552078
137.876874,52,28621.69641
150.68339,55,28630.000377
120.105593,21,28634.718222
146.200628,50,28640.679132
175.216895,146,28658.504177
126.169455,62,28667.530862
134.958449,46,28673.047873
185.963191,82,28682.35486
144.021164,61,28691.232271
-76.207752,156,28710.106185
144.641127,54,28718.278394
129.459636,52,28724.445072
116.18597,31,28728.409401
170.472904,98,28741.170898
122.868797,39,28747.745545
118.598243,32,28753.620974
-35.74899,112,28766.068423
-58.895962,74,28776.336447
136.367523,47,28781.968542
138.584604,44,28787.309304
114.127202,24,28790.54409
166.91774,74,28798.976341
133.160264,43,28804.217255
126.121069,32,28810.088439
-55.691656,76,28818.774544
148.327619,50,28826.524536
153.580154,65,28834.015996
148.507197,76,28844.530267
114.873138,15,28846.81862
183.074852,92,28857.205891
140.119422,64,28864.619476
-91.101789,44,28871.759041
-92.178008,61,28880.65654
148.357381,46,28887.975471
117.268282,26,28893.209659
144.426451,97,28905.868693
136.230063,44,28911.203698
158.115376,55,28917.673922
157.866061,64,28926.89095
172.908474,111,28939.225958
65.444992,171,28957.832539
122.844744,38,28964.3128
123.504812,30,28970.002377
-21.562101,94,28980.592808
132.164574,110,28992.853541
-68.235955,49,28998.718558
-69.447377,52,29004.867477
129.882703,28,29008.519744
182.772769,84,29019.832858
151.742995,57,29028.331712
152.630302,51,29034.395309
121.366628,25,29037.749485
161.026576,70,29045.807045
-81.094523,39,29050.624262
-78.389344,124,29064.345534
121.480592,21,29067.260522
122.180606,23,29072.210627
161.096406,84,29083.515408
150.256492,61,29090.631096
121.395622,33,29094.79493
151.81142,60,29101.790072
-87.369322,45,29107.219492
-75.095467,115,29119.98519
118.293984,19,29122.753908
189.793899,93,29133.173894
119.071523,30,29138.823955
172.238123,78,29147.722965
-63.885128,56,29154.28413
143.598468,40,29159.174621
114.184272,44,29164.488735
121.68194,21,29167.408966
166.720833,71,29177.380545
169.589776,72,29185.631899
135.082765,43,29192.638871
120.896282,34,29198.689169
159.091586,56,29205.257784
146.525229,69,29215.000982
146.552188,99,29227.848804
123.027344,34,29232.126234
134.060859,40,29238.829108
138.413929,92,29249.174303
162.853128,65,29256.656628
146.841222,77,29265.414963
-29.742383,92,29275.747785
-22.710796,90,29285.862815
119.543384,32,29289.916158
116.042168,37,29294.483593
145.420036,114,29307.137456
113.971332,20,29309.932516
-115.042211,88,29319.889962
-73.002608,59,29328.608061
-566.657355,34,29487.662656
-72.913179,54,29494.026749
132.463499,76,29504.495925
166.422947,81,29513.732921
149.674418,64,29521.160262
156.419252,57,29527.856381
146.765132,45,29533.280891
176.865617,109,29545.407544
127.792385,32,29551.284163
145.566016,41,29556.291516
138.801571,52,29562.439426
135.732414,36,29566.926112
-87.911132,50,29572.904583
133.122556,58,29579.700103
152.339594,105,29591.442359
138.762932,51,29597.510864
158.880994,126,29611.381611
155.112782,78,29620.24683
164.474841,74,29628.714828
165.533165,64,29636.131626
131.725653,63,29645.27777
148.419046,77,29655.854958
119.419899,19,29660.360022
-27.773965,86,29670.056862
132.613391,47,29675.69095
126.48564,36,29681.975248
132.954842,46,29687.516308
175.727735,87,29697.310852
136.834869,72,29705.565523
183.692642,95,29716.224339
113.977068,31,29721.976967
113.561611,23,29725.088428
-101.139307,51,29731.137246
137.149742,58,29737.999712
107.149563,45,29745.22779
159.793873,59,29752.117348
130.914772,30,29757.779754
119.286734,23,29760.904738
-93.612283,59,29767.805195
136.065945,45,29775.0596
139.171503,46,29782.402253
132.561548,34,29788.459836
116.029795,26,29793.686778
174.732458,75,29802.285258
133.78583,69,29812.018816
142.272028,44,29819.18626
153.496363,64,29828.464028
132.641419,52,29834.64783
115.05742,30,29840.323191
2.374042,284,29870.996216
133.209112,41,29876.047967
141.715005,49,29881.888122
130.811145,31,29885.839325
160.868525,67,29893.561276
145.828868,46,29899.084869
-93.339787,138,29916.096962
-64.540498,53,29924.208043
-94.727307,83,29933.728737
140.64743,69,29941.668333
170.159031,79,29952.474228
-94.629507,105,29964.255752
132.025892,70,29972.376247
130.572655,59,29979.273884
121.822417,28,29984.754133
154.702458,61,29991.911877
148.151001,69,29999.941962
154.256514,63,30009.103058
129.54823,31,30013.088747
165.421834,72,30021.457403
174.544603,99,30034.408291
172.746892,75,30042.970871
130.810402,32,30047.038089
133.740163,43,30052.237547
129.835566,33,30058.219008
159.442079,88,30068.236729
116.929779,28,30071.957982
-78.836641,71,30080.103092
-96.125288,65,30089.427714
117.67036,20,30092.221851
123.610249,30,30096.150073
-49.577183,100,30109.149736
124.468772,43,30114.369397
-68.809155,67,30122.128807
135.785255,37,30128.513796
125.395232,34,30132.780632
115.688327,23,30137.699361
116.493614,136,30152.619876
167.37984,74,30161.066839
119.841688,27,30164.623358
127.735935,45,30171.814556
162.903026,84,30181.333258
133.936624,38,30186.030479
125.878659,36,30190.498893
138.304986,51,30196.531686
155.146017,59,30203.409437
119.114662,49,30209.239896
158.352393,68,30217.077433
128.045145,34,30221.346198
162.123508,80,30230.46002
127.785776,65,30237.962423
165.881191,110,30250.137352
140.683715,42,30255.24931
-72.184411,101,30266.532035
150.577719,65,30274.050283
139.950824,79,30284.812224
156.338026,53,30291.048574
-98.209078,62,30298.240039
145.314887,52,30306.185442
-87.907796,37,30312.556964
136.361637,36,30317.035153
140.007871,68,30324.903907
116.254391,27,30330.260329
-195.414799,180,30349.85337
145.106327,52,30356.008614
160.839917,91,30368.029203
175.758158,89,30379.86632
167.299261,75,30388.412913
133.889228,50,30396.192371
161.877287,58,30403.010495
148.295604,90,30413.153232
137.319548,61,30422.096073
140.919817,80,30431.221696
187.448661,80,30440.340765
140.906428,42,30445.518349
114.637881,18,30448.121305
159.498141,107,30460.018025
125.084391,36,30464.493731
137.407003,40,30471.199495
140.164842,55,30479.501944
-88.156213,55,30487.773095
161.209463,73,30496.12733
-99.652575,77,30504.924994
154.781813,87,30516.583881
153.741791,57,30525.079977
129.715924,53,30533.146715
130.985197,42,30538.276514
153.462762,60,30545.299699
-76.279286,52,30553.292349
117.968553,26,30556.737526
176.555472,89,30566.765253
116.167958,25,30570.102106
143.899603,52,30578.098889
138.534727,61,30585.234541
117.708557,30,30589.081162
157.460665,66,30598.495363
123.231073,34,30602.767745
122.817898,58,30611.361651
148.676786,64,30618.87192
138.238932,48,30626.429994
124.817379,36,30630.95371
129.958349,55,30639.242351
-73.062179,69,30647.192919
132.363487,50,30653.139192
-81.807398,61,30660.239782
125.238827,40,30667.028563
125.82911,58,30675.636807
176.667723,110,30687.847678
142.45263,63,30695.153169
132.139325,45,30702.393743
-69.149673,86,30712.173981
129.619231,30,30717.829729
132.094623,51,30723.880794
148.099007,44,30731.003559
145.024163,54,30739.158433
129.215279,92,30749.505374
-344.825146,34,30908.371988
136.278362,132,30924.662911
107.5512,82,30935.759858
140.398749,67,30945.287217
130.835791,51,30951.338978
122.882916,26,30956.549973
123.870633,28,30960.186541
147.436157,50,30967.920474
-67.0521,43,30973.139471
123.537577,38,30979.638612
130.094504,29,30985.202406
143.979485,57,30993.695939
131.680627,49,31001.346219
188.77091,123,31016.716115
167.109529,80,31025.826234
114.834019,21,31030.543353
-83.167508,50,31036.518617
-66.121023,50,31044.289603
156.165979,80,31055.184509
122.8225,31,31059.153164
-69.31954,45,31066.371078
114.301041,21,31069.280518
151.333075,83,31078.693959
-104.065402,84,31088.204332
134.65853,63,31095.494404
160.7894,68,31103.414444
-53.598893,79,31112.406853
130.855781,41,31119.218545
126.521548,40,31124.123987
138.19207,48,31129.870114
131.655343,57,31136.544901
-165.643774,146,31152.607974
115.922146,17,31156.906747
116.313323,20,31161.524583
129.971064,37,31166.197171
-37.565767,90,31176.303111
130.808857,43,31183.323549
128.303048,74,31191.747813
48.712728,105,31205.229399
-90.960123,112,31217.658188
145.010174,52,31225.581846
172.663086,96,31236.384451
-104.604495,59,31243.242669
186.990249,94,31255.610691
127.473293,43,31262.638578
131.270013,44,31267.949384
140.963899,42,31274.866172
175.823971,102,31286.251905
-68.68814,45,31293.489414
148.034959,54,31299.840552
131.412311,42,31304.95818
115.335529,42,31311.853651
113.214933,90,31321.970906
121.10929,88,31331.894347
156.082259,80,31342.809868
119.178143,39,31347.605255
125.538367,31,31351.619288
-89.276713,58,31360.224179
150.146193,77,31370.809252
128.664369,33,31374.97489
-65.309962,120,31390.062706
165.042639,60,31398.873049
121.977512,25,31404.000584
-128.397342,126,31419.703972
-96.857233,50,31425.661217
151.295598,84,31435.184716
158.637237,59,31443.884022
-61.433668,72,31452.14455
121.089035,28,31457.580843
140.311097,41,31462.69354
118.141534,31,31466.657544
40.821729,338,31502.810049
115.192664,28,31506.489046
170.202995,91,31516.741454
141.216654,63,31525.818009
-81.806796,91,31537.842363
143.538533,51,31543.904708
-87.566014,101,31555.184476
-133.399639,107,31567.094106
130.617544,60,31574.070461
-76.623374,64,31581.458653
179.377813,80,31590.518087
140.426303,45,31597.73823
128.685015,42,31602.84577
131.747252,83,31614.015231
148.404551,50,31619.94163
113.734206,32,31625.805389
-86.71568,77,31634.569376
157.873297,75,31643.100925
115.121453,18,31645.703557
118.120567,20,31648.533636
114.172327,21,31651.474905
-92.381457,71,31661.436284
124.262891,28,31666.910183
126.989135,62,31674.127857
132.767129,37,31680.538802
120.619786,24,31683.762408
113.369729,106,31697.391707
130.180357,129,31713.427047
165.814336,63,31722.564869
157.899316,71,31730.703271
127.812496,37,31735.34774
116.139314,20,31738.15867
140.441953,48,31743.933177
-69.250214,52,31750.109228
136.448182,47,31757.562239
114.560947,17,31760.064326
122.219765,33,31764.236896
118.876317,22,31769.05355
161.394831,80,31778.168272
150.540218,60,31785.172014
114.187461,26,31788.617951
133.743259,54,31794.97789
155.313901,61,31802.087165
158.319795,58,31808.87628
151.125817,81,31819.899096
-74.542008,62,31827.138143
-28.991868,92,31837.538737
152.15171,49,31843.404109
97.976897,111,31855.757264
-87.827557,65,31863.290695
148.598754,61,31870.420654
132.049277,55,31876.907459
-49.009891,63,31886.05888
149.484886,55,31892.542537
-89.821994,46,31898.079179
-82.092732,41,31903.084706
122.715383,27,31906.668617
152.377838,71,31914.840803
121.593728,25,31919.977821
-68.708966,95,31930.634691
-63.017055,56,31937.221043
138.232577,44,31942.549629
146.907996,59,31951.229639
131.905375,43,31956.455371
143.594871,64,31965.620423
-71.365845,86,31977.130292
132.861312,101,31988.41203
154.502451,49,31994.238904
-155.683324,130,32008.568859
151.394347,47,32016.056116
-72.085461,44,32021.370194
140.496882,61,32028.442928
128.362382,33,32034.422026
188.134475,118,32049.296968
121.976723,35,32053.671873
145.495956,47,32059.303279
141.726434,40,32064.209784
145.840641,44,32071.354254
150.480401,58,32078.131099
139.798417,51,32084.244964
138.412498,60,32091.311952
37.374686,209,32113.916596
-74.806792,49,32121.591221
151.359534,61,32128.746855
169.723883,82,32139.876322
176.98435,77,32150.487379
185.704714,97,32161.40064
189.052243,98,32172.385709
-176.979032,48,32311.445583
116.528466,19,32315.953891
127.953558,37,32320.532649
134.328638,45,32325.949026
159.091361,62,32333.134045
144.726736,51,32340.956072
137.106598,36,32345.447122
-50.901766,67,32353.162522
116.095982,27,32356.68419
-40.296528,97,32367.54766
-98.268618,78,32378.194555
160.437111,57,32384.875108
90.221726,104,32398.25291
136.968341,79,32407.237653
-55.922056,70,32417.052505
110.422971,189,32439.321132
149.07582,57,32445.99536
117.935149,185,32466.052038
154.359935,61,32473.152096
123.175757,33,32477.302978
149.869904,68,32486.949816
131.870162,36,32491.438165
137.46009,49,32497.260942
154.215733,61,32504.359196
122.134221,67,32513.883871
143.644122,64,32521.368382
116.483944,18,32525.770158
119.618199,69,32533.694353
146.039104,56,32540.255773
-80.007247,78,32550.972035
147.484163,43,32556.193844
170.151513,90,32568.107903
-158.035265,96,32580.661416
146.167149,70,32588.702461
154.449928,64,32596.096513
-83.744569,74,32606.354
123.165821,43,32611.577288
122.896068,24,32616.613729
132.940003,31,32622.381701
150.84544,58,32629.146435
124.90295,105,32640.857006
159.289816,65,32648.396744
139.87556,96,32659.18193
117.52939,23,32662.343273
173.769226,82,32671.673799
121.499637,25,32676.817829
129.588449,40,32683.533956
149.012249,46,32689.064003
-62.886614,65,32698.377565
130.146128,29,32703.958905
165.233019,74,32712.482483
-64.405785,53,32720.559149
113.978413,17,32724.864564
113.907602,15,32727.15777
145.80355,52,32733.328742
92.378414,104,32744.970344
130.364792,39,32751.566751
149.427422,112,32764.050946
165.998865,60,32772.874489
146.16411,53,32779.131008
151.562954,82,32790.227662
135.704732,40,32796.949936
162.099191,70,32805.081817
115.966822,45,32810.510734
132.360661,60,32819.304835
116.653922,25,32822.63971
190.295106,109,32836.556446
136.505235,70,32846.414452
165.857221,62,32853.601863
151.274056,97,32864.443955
